threshold,tp_threshold,sl_threshold,tp_sell,sl_sell,CAGR,MDD,Sharpe,Sortino,CumulativeReturn,Trades,HitDays,NumTP,NumSL
-4.1,15.0,-10.0,100.0,25.0,0.07861672955706012,-0.5424568092694972,0.0,0.0,0.9702533591522196,252.0,252.0,58.0,27.0
-4.1,15.0,-10.0,100.0,50.0,0.07945786700612167,-0.5113713077486823,0.0,0.0,0.9840643907042703,252.0,252.0,58.0,26.0
-4.1,15.0,-10.0,100.0,75.0,0.0796995153518425,-0.4574711447353883,0.0,0.0,0.9880479995870028,252.0,252.0,57.0,25.0
-4.1,15.0,-10.0,100.0,100.0,0.081802539590766,-0.42296116445244825,0.0,0.0,1.023017813990485,252.0,252.0,57.0,22.0
-4.1,20.0,-50.0,25.0,25.0,0.06817829321515578,-0.8424787441218946,0.0,0.0,0.8058273100570861,252.0,252.0,0.0,0.0
-4.1,20.0,-50.0,25.0,50.0,0.06872552850087787,-0.8316438389640661,0.0,0.0,0.8141343848374325,252.0,252.0,0.0,0.0
-4.1,20.0,-50.0,25.0,75.0,0.07140374131417215,-0.811143660746497,0.0,0.0,0.8552815406765681,252.0,252.0,0.0,0.0
-4.1,20.0,-50.0,25.0,100.0,0.07258193347688802,-0.7882458939020462,0.0,0.0,0.8736439757345884,252.0,252.0,30.0,2.0
-4.1,20.0,-50.0,50.0,25.0,0.06933534379212647,-0.7590562884470401,0.0,0.0,0.8234314087613528,252.0,252.0,33.0,2.0
-4.1,20.0,-50.0,50.0,50.0,0.06813330849247423,-0.7456212203352754,0.0,0.0,0.8051459439987181,252.0,252.0,33.0,2.0
-4.1,20.0,-50.0,50.0,75.0,0.06748067002210245,-0.731356852181763,0.0,0.0,0.7952863445548881,252.0,252.0,33.0,2.0
-4.1,20.0,-50.0,50.0,100.0,0.0662274761499495,-0.7291913643604594,0.0,0.0,0.7764880225634705,252.0,252.0,32.0,2.0
-4.1,20.0,-50.0,75.0,25.0,0.07059729074736443,-0.690142828701295,0.0,0.0,0.842805139938086,252.0,252.0,33.0,1.0
-4.1,20.0,-50.0,75.0,50.0,0.06961861498485344,-0.690142828701295,0.0,0.0,0.8277644386315866,252.0,252.0,33.0,1.0
-4.1,20.0,-50.0,75.0,75.0,0.06822689757695866,-0.6901428287012948,0.0,0.0,0.8065637581724041,252.0,252.0,33.0,1.0
-4.1,20.0,-50.0,75.0,100.0,0.06701778323174867,-0.6832562505804801,0.0,0.0,0.788322408536327,252.0,252.0,33.0,1.0
-4.1,20.0,-50.0,100.0,25.0,0.0684330503224928,-0.586035750951039,0.0,0.0,0.8096903293882756,252.0,252.0,30.0,1.0
-4.1,20.0,-50.0,100.0,50.0,0.0670814405884892,-0.5860357509510391,0.0,0.0,0.7892786810614021,252.0,252.0,30.0,1.0
-4.1,20.0,-50.0,100.0,75.0,0.06585322849133868,-0.5860357509510392,0.0,0.0,0.7709081975672158,252.0,252.0,30.0,1.0
-4.1,20.0,-50.0,100.0,100.0,0.0644752015199257,-0.582401897581406,0.0,0.0,0.7504965492403426,252.0,252.0,30.0,1.0
-4.1,20.0,-45.0,25.0,25.0,0.060222870356141156,-0.8462753627216117,0.0,0.0,0.6888211524731025,252.0,252.0,0.0,0.0
-4.1,20.0,-45.0,25.0,50.0,0.07729560056507356,-0.829050032665285,0.0,0.0,0.948733501012704,252.0,252.0,0.0,0.0
-4.1,20.0,-45.0,25.0,75.0,0.07889394986664211,-0.8097444259314263,0.0,0.0,0.9747957038732717,252.0,252.0,0.0,0.0
-4.1,20.0,-45.0,25.0,100.0,0.07531739504113766,-0.7643775953889955,0.0,0.0,0.9169008861884922,252.0,252.0,30.0,2.0
-4.1,20.0,-45.0,50.0,25.0,0.06528295517359162,-0.7726327903221779,0.0,0.0,0.7624356753974828,252.0,252.0,31.0,2.0
-4.1,20.0,-45.0,50.0,50.0,0.06650663016007563,-0.7616313861149535,0.0,0.0,0.7806602185913765,252.0,252.0,31.0,2.0
-4.1,20.0,-45.0,50.0,75.0,0.06825350666879726,-0.7365177186613752,0.0,0.0,0.8069670493107612,252.0,252.0,31.0,2.0
-4.1,20.0,-45.0,50.0,100.0,0.07007043789236689,-0.7252387436041006,0.0,0.0,0.834694636435461,252.0,252.0,33.0,2.0
